Article Number,Name of the Offer,Card name,Card language,condition,auction date,number of bids,final bid,currency,shipping fee,seller,items sold by seller,images,local path,auction type,url
119,COMPLETE VENDING SERIES 2 32/36 pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-19 19:02:00,No auction,112.5,EUR,9.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/U4gAAOSw9s5hQNU4/s-l1600.jpg', 'https://i.ebayimg.com/images/g/lVgAAOSwb65hQNUM/s-l1600.jpg', 'https://i.ebayimg.com/images/g/T-IAAOSwYqVhQNUO/s-l1600.jpg', 'https://i.ebayimg.com/images/g/T-YAAOSwYqVhQNUR/s-l1600.jpg', 'https://i.ebayimg.com/images/g/tbgAAOSwBsZhQNUT/s-l1600.jpg', 'https://i.ebayimg.com/images/g/EnoAAOSwRa1hQNUV/s-l1600.jpg', 'https://i.ebayimg.com/images/g/UO0AAOSwnLNhQNUW/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ojAAAOSwNxVhQNUY/s-l1600.jpg', 'https://i.ebayimg.com/images/g/U10AAOSw9s5hQNUa/s-l1600.jpg', 'https://i.ebayimg.com/images/g/UtoAAOSwqylhQNUc/s-l1600.jpg', 'https://i.ebayimg.com/images/g/w2oAAOSwvVxhQNUe/s-l1600.jpg']",0,0,0
118,COMPLETE VENDING SERIES 3 30/36 pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-19 19:06:00,No auction,95.5,EUR,9.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/CQ8AAOSwKAZhQOgz/s-l1600.jpg', 'https://i.ebayimg.com/images/g/-24AAOSw34RhQNXz/s-l1600.jpg', 'https://i.ebayimg.com/images/g/WeYAAOSwbRNhQNX1/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ahwAAOSwV35hQNX4/s-l1600.jpg', 'https://i.ebayimg.com/images/g/8nUAAOSw6ThhQNX6/s-l1600.jpg', 'https://i.ebayimg.com/images/g/bfgAAOSwJfBhQNX8/s-l1600.jpg', 'https://i.ebayimg.com/images/g/kPEAAOSwHSRhQNX-/s-l1600.jpg', 'https://i.ebayimg.com/images/g/2EwAAOSw6f1hQNYB/s-l1600.jpg', 'https://i.ebayimg.com/images/g/5eoAAOSwGnthQNYC/s-l1600.jpg', 'https://i.ebayimg.com/images/g/xU4AAOSwYqxhQNYF/s-l1600.jpg']",0,0,0
117,Schiggy PSA 10 Pokemon Deutsch 1. Edition Schiggy PSA 10 Base Set Pokemon Karte,Squirtle,German,Gebraucht,2021-09-19 19:10:00,No auction,300.0,EUR,7.5,berndt006,835,"['https://i.ebayimg.com/images/g/slcAAOSwpB1hLmJt/s-l1600.jpg', 'https://i.ebayimg.com/images/g/vlQAAOSwvkRhLmJs/s-l1600.jpg', 'https://i.ebayimg.com/images/g/8R0AAOSwMO9hLmJu/s-l1600.jpg']",0,0,0
116,Pokemon Beleber 1. Edition 89/102 Base Set Deutsch PSA 10 BGS Trainer Mint top,Other,0,Gebraucht,2021-09-19 19:35:00,No auction,57.0,EUR,4.99,ttoni88,297,"['https://i.ebayimg.com/images/g/ZhgAAOSw-rNhOS-q/s-l1600.jpg', 'https://i.ebayimg.com/images/g/B38AAOSwH-lhOS-s/s-l1600.jpg']",0,0,0
115,Pokemon Tangela 1. Edition 66/102 Base Set Deutsch PSA 10 BGS Gem Mint Original,Tangela,English,Gebraucht,2021-09-19 19:45:00,No auction,81.0,EUR,4.99,ttoni88,297,"['https://i.ebayimg.com/images/g/O2oAAOSw-~NhOSsq/s-l1600.jpg', 'https://i.ebayimg.com/images/g/8GIAAOSwi81hOSt0/s-l1600.jpg']",0,0,0
114,Pokemon Jurob 1. Edition 41/102 Base Set Deutsch PSA 10 BGS Gem Mint Original,Seel,German,Gebraucht,2021-09-19 20:00:00,No auction,71.0,EUR,4.99,ttoni88,297,"['https://i.ebayimg.com/images/g/7U4AAOSwdKthOSTZ/s-l1600.jpg', 'https://i.ebayimg.com/images/g/-1sAAOSwry9hOSTa/s-l1600.jpg']",0,0,0
113,Pokémon Glumanda / Charmander 1st 1. Edition 46/102 Base Set Pokemon Mint PSA 10,Charmander,German,Gebraucht,2021-09-19 20:03:00,No auction,300.0,EUR,7.5,pasmer_21,197,"['https://i.ebayimg.com/images/g/erkAAOSw9VVhOkx1/s-l1600.jpg', 'https://i.ebayimg.com/images/g/d08AAOSwJ~xhPjRh/s-l1600.jpg', 'https://i.ebayimg.com/images/g/aFQAAOSwtiJhPjRj/s-l1600.jpg']",0,0,0
109,Pokemon Machollo 1. Edition 52/102 Base Set Deutsch PSA 10 BGS Gem Mint Original,Machop,German,Gebraucht,2021-09-19 20:15:00,No auction,65.01,EUR,4.99,ttoni88,297,"['https://i.ebayimg.com/images/g/0KgAAOSwerxhOSlV/s-l1600.jpg', 'https://i.ebayimg.com/images/g/JMcAAOSwb6phOSlY/s-l1600.jpg']",0,0,0
108,Pokemon Nidoran 1. Edition 55/102 Base Set Deutsch PSA 10 BGS Gem Mint Original,Other,0,Gebraucht,2021-09-19 20:16:00,No auction,62.0,EUR,5.99,kaz_3112,100,['https://i.ebayimg.com/images/g/vfsAAOSwzAlhRHch/s-l1600.jpg'],0,0,0
107,PSA 10 Nebulak 1st Edition 1999 Pokemon German 1 Deutsch Base Set 50/102,Gastly,German,Gebraucht,2021-09-19 20:23:00,No auction,76.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/JpAAAOSwmGlhQ4uF/s-l1600.jpg', 'https://i.ebayimg.com/images/g/reoAAOSwYndhQ4uI/s-l1600.jpg']",0,0,0
106,PSA 10 Porygon 1st Edition 1999 Pokemon German 1 Deutsch Base Set 39/102,Porygon,English,Gebraucht,2021-09-19 20:24:00,No auction,78.77,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/a4wAAOSwYGthQ4vM/s-l1600.jpg', 'https://i.ebayimg.com/images/g/p78AAOSwPD5hQ4vO/s-l1600.jpg']",0,0,0
105,PSA 10 Hornliu 1st Edition 1999 Pokemon German 1 Deutsch Base Set 69/102,Weedle,German,Gebraucht,2021-09-19 20:26:00,No auction,73.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/rTMAAOSw3EVhQ4wa/s-l1600.jpg', 'https://i.ebayimg.com/images/g/loMAAOSwQcJhQ4wc/s-l1600.jpg']",0,0,0
104,PSA 10 Rattfratz 1st Edition 1999 Pokemon German 1 Deutsch Base Set 61/102,Rattata,German,Gebraucht,2021-09-19 20:27:00,No auction,66.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/5-QAAOSwUFVhQ4xg/s-l1600.jpg', 'https://i.ebayimg.com/images/g/RFQAAOSwn3thQ4xi/s-l1600.jpg']",0,0,0
102,PSA 10 Quapsel 1st Edition 1999 Pokemon German 1 Deutsch Base Set 59/102,Poliwag,German,Gebraucht,2021-09-19 20:29:00,No auction,68.87,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/cf8AAOSw0t1hQ40C/s-l1600.jpg', 'https://i.ebayimg.com/images/g/-5IAAOSwKARhQ40E/s-l1600.jpg']",0,0,0
101,Pokemon Karpador 1. Edition 35/102 Base Set Deutsch PSA 10 BGS Gem Mint Original,Magikarp,German,Gebraucht,2021-09-19 20:30:00,No auction,121.0,EUR,4.99,ttoni88,297,"['https://i.ebayimg.com/images/g/TGQAAOSwU7BhOSV2/s-l1600.jpg', 'https://i.ebayimg.com/images/g/7VYAAOSw7j5hOSV4/s-l1600.jpg']",0,0,0
100,PSA 10 Aufwisch 1st Edition 1999 Pokemon German 1 Deutsch Base Set 78/102,Other,0,Gebraucht,2021-09-19 20:32:00,No auction,61.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/8UkAAOSwQiJhQ42L/s-l1600.jpg', 'https://i.ebayimg.com/images/g/U64AAOSwh4JhQ42P/s-l1600.jpg']",0,0,0
99,PSA 10 Computersuche 1st Edition 1999 Pokemon German 1 Deutsch Base Set 71/102,Other,0,Gebraucht,2021-09-19 20:33:00,No auction,80.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/dvkAAOSwyNNhQ43Q/s-l1600.jpg', 'https://i.ebayimg.com/images/g/NlgAAOSw4pVhQ43T/s-l1600.jpg']",0,0,0
98,PSA 10 Professor Eich 1st Edition 1999 Pokemon German 1 Deutsch Base Set 88/102,Other,0,Gebraucht,2021-09-19 20:35:00,No auction,68.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/TgMAAOSwr3JhQ44T/s-l1600.jpg', 'https://i.ebayimg.com/images/g/GC4AAOSw9qVhQ44V/s-l1600.jpg']",0,0,0
97,PSA 10 Supertrank 1st Edition 1999 Pokemon German 1 Deutsch Base Set 90/102,Other,0,Gebraucht,2021-09-19 20:36:00,No auction,63.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/-p0AAOSw-lhhQ45z/s-l1600.jpg', 'https://i.ebayimg.com/images/g/1o4AAOSwM3BhQ451/s-l1600.jpg']",0,0,0
96,PSA 10 Dodu 1st Edition 1999 Pokemon German 1 Deutsch Base Set 48/102,Doduo,German,Gebraucht,2021-09-19 20:45:00,No auction,78.88,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/IpEAAOSwp05hQ5C4/s-l1600.jpg', 'https://i.ebayimg.com/images/g/yVQAAOSwPbJhQ5C6/s-l1600.jpg']",0,0,0
92,PSA 10 Karpador 1st Edition 1999 Pokemon German 1 Deutsch Base Set 35/102,Magikarp,German,Gebraucht,2021-09-19 20:55:00,No auction,134.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/LV4AAOSwK5ZhQ5K1/s-l1600.jpg', 'https://i.ebayimg.com/images/g/KLIAAOSwle9hQ5K3/s-l1600.jpg']",0,0,0
91,PSA 10 Fukano 1st Edition 1999 Pokemon German 1 Deutsch Base Set 28/102,Growlithe,German,Gebraucht,2021-09-19 20:57:00,No auction,86.0,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/ensAAOSwtaBhQ5Nu/s-l1600.jpg', 'https://i.ebayimg.com/images/g/FmkAAOSwfEFhQ5Nw/s-l1600.jpg']",0,0,0
89,Pokemon Supertrank 1. Edition 90/102 Base Set Deutsch PSA 10 BGS Trainer Mint,Other,0,Gebraucht,2021-09-19 21:10:00,No auction,63.0,EUR,4.99,ttoni88,297,"['https://i.ebayimg.com/images/g/RC0AAOSwcWdhOS52/s-l1600.jpg', 'https://i.ebayimg.com/images/g/lksAAOSwLl5hOS54/s-l1600.jpg']",0,0,0
88,PSA 10 Bibor 1st Edition 1999 Pokemon German 1 Deutsch Base Set 17/102,Beedrill,German,Gebraucht,2021-09-19 21:10:00,No auction,89.88,EUR,5.5,huhu-3310,101,"['https://i.ebayimg.com/images/g/UWkAAOSwa4xhQ5aY/s-l1600.jpg', 'https://i.ebayimg.com/images/g/eE0AAOSwAtphQ5ab/s-l1600.jpg']",0,0,0
85,Pokemon Glumanda / Charmander 1st Edition Base Set PSA 10 Gem Mint,Charmander,German,Gebraucht,2021-09-19 22:39:00,No auction,355.0,EUR,5.99,tcg_yugi_poke,624,"['https://i.ebayimg.com/images/g/kVIAAOSw45ZhCBVS/s-l1600.jpg', 'https://i.ebayimg.com/images/g/om4AAOSw96ZhCBVW/s-l1600.jpg']",0,0,0
83,POKEMON BASE KARTE ENERGIE-ABSAUGER 1-EDITION 92/102/1999  PSA 10,Other,0,Gebraucht,2021-09-20 16:34:00,No auction,64.0,EUR,8.49,dane662,61,"['https://q.ebaystatic.com/aw/pics/cmp/img/imgThrobber_30x30.gif', 'https://i.ebayimg.com/images/g/igkAAOSwYGthRKgy/s-l1600.jpg']",0,0,0
81,POKEMON BASE KARTE PLUSPOWER 1.EDITION 84/102/1999  PSA 10,Other,0,Gebraucht,2021-09-20 20:40:00,No auction,80.0,EUR,8.49,dane662,61,"['https://i.ebayimg.com/images/g/zaIAAOSwa85hRK4c/s-l1600.jpg', 'https://i.ebayimg.com/images/g/CgcAAOSw4cVhRK5J/s-l1600.jpg']",0,0,0
80,POKEMON BASE KARTE MACHOLLO 1.EDITION 52102/1999  PSA 10,Machop,German,Gebraucht,2021-09-20 20:50:00,No auction,78.0,EUR,8.49,dane662,61,"['https://i.ebayimg.com/images/g/3zIAAOSwvVxhRLSP/s-l1600.jpg', 'https://i.ebayimg.com/images/g/d0gAAOSwZudhRLTp/s-l1600.jpg']",0,0,0
78,POKEMON BASE KARTE DRATINI 1.EDITION 26/102/1999  PSA 10,Dratini,English,Gebraucht,2021-09-22 21:30:00,No auction,171.0,EUR,8.49,dane662,61,"['https://i.ebayimg.com/images/g/vOcAAOSw88RhOiUA/s-l1600.jpg', 'https://i.ebayimg.com/images/g/KDsAAOSwBL9hOiUc/s-l1600.jpg']",0,0,0
77,POKEMON BASE KARTE TAUBSI 1.EDITION 57/102/1999  PSA 10,Pidgey,German,Gebraucht,2021-09-22 21:40:00,No auction,91.0,EUR,8.49,dane662,61,"['https://i.ebayimg.com/images/g/aCMAAOSwwl1hITu~/s-l1600.jpg', 'https://i.ebayimg.com/images/g/vFIAAOSwPmNhITvT/s-l1600.jpg']",0,0,0
75,"Goldkarte shiny, psa10?glurak vmax, psa10?Rayquaza rainbow,zapdos base usw",Other,0,Gebraucht,2021-09-25 12:27:00,No auction,122.5,EUR,0.8,pokemontcgrari,26,"['https://i.ebayimg.com/images/g/q2cAAOSwUKVhRcEO/s-l1600.jpg', 'https://i.ebayimg.com/images/g/vo0AAOSwHqVhRb3p/s-l1600.jpg', 'https://i.ebayimg.com/images/g/5OMAAOSwTnxhRb3r/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ieYAAOSwE6lhRb3v/s-l1600.jpg', 'https://i.ebayimg.com/images/g/yYIAAOSwJ~xhRb3y/s-l1600.jpg', 'https://i.ebayimg.com/images/g/-iYAAOSwrQlhRt~G/s-l1600.jpg', 'https://i.ebayimg.com/images/g/R4cAAOSwaeFhRt~M/s-l1600.jpg', 'https://i.ebayimg.com/images/g/iEMAAOSwMKBhRt~q/s-l1600.jpg', 'https://i.ebayimg.com/images/g/I7wAAOSw6PRhSYri/s-l1600.jpg', 'https://i.ebayimg.com/images/g/qIYAAOSw77BhSYrl/s-l1600.jpg', 'https://i.ebayimg.com/images/g/6msAAOSwLDVhSYrp/s-l1600.jpg']",0,0,0
74,[Pokemon PSA 10 Karte] 1st Edition Base Set Trainer Computersuche + PSA Ständer!,Other,0,Gebraucht,2021-09-25 18:14:00,No auction,92.0,EUR,5.99,dast_business,754,"['https://i.ebayimg.com/images/g/v4UAAOSw5q5gr~i9/s-l1600.jpg', 'https://i.ebayimg.com/images/g/a5AAAOSw9-xgr~i~/s-l1600.jpg']",0,0,0
73,[Pokemon PSA 10 Karte] 1st Edition Base Set - Sterndu + PSA Ständer!,Staryu,German,Gebraucht,2021-09-25 19:04:00,No auction,76.0,EUR,5.99,dast_business,754,"['https://i.ebayimg.com/images/g/5e8AAOSwSzNgwm11/s-l1600.jpg', 'https://i.ebayimg.com/images/g/XqUAAOSwSUdgwm13/s-l1600.jpg']",0,0,0
72,Pokemon Base Set Booster -- Artwork Bisaflor 1.Edition first Edition PSA10,Venusaur,German,Geöffnete Box/Gebraucht,2021-09-25 20:20:00,No auction,107.0,EUR,4.99,nsingde_ki9h21zm,16,"['https://i.ebayimg.com/images/g/OPAAAOSw21hhPyGJ/s-l1600.jpg', 'https://i.ebayimg.com/images/g/j0MAAOSwWrxhPyGO/s-l1600.jpg', 'https://i.ebayimg.com/images/g/jTcAAOSwtaBhPyGU/s-l1600.jpg', 'https://i.ebayimg.com/images/g/B7oAAOSw93xhPyGa/s-l1600.jpg', 'https://i.ebayimg.com/images/g/tKcAAOSwC4hhPyGf/s-l1600.jpg', 'https://i.ebayimg.com/images/g/KG4AAOSwtjhhPyG5/s-l1600.jpg', 'https://i.ebayimg.com/images/g/080AAOSw0yRhPyG~/s-l1600.jpg', 'https://i.ebayimg.com/images/g/3ykAAOSwLnhhPyHF/s-l1600.jpg']",0,0,0
71,Pokemon Dodu 1.Edition PSA 10 Base Set deutsch GEM MINT 1999 1st Edition,Doduo,German,Gebraucht,2021-09-25 20:45:00,No auction,76.45,EUR,2.55,cladrau_0,5),"['https://i.ebayimg.com/images/g/14wAAOSwbWdhRjOd/s-l1600.jpg', 'https://i.ebayimg.com/images/g/V9YAAOSwxRlhRjOd/s-l1600.jpg']",0,0,0
70,POKEMON Base Set Dracaufeu - Charizard French 4/102 PSA 10 RARE Fan Art,Charizard,French,Neu,2021-09-26 14:07:00,No auction,600.0,EUR,30,cocorico9,45,"['https://i.ebayimg.com/images/g/POUAAOSw2kNhKRpD/s-l1600.jpg', 'https://i.ebayimg.com/images/g/HaoAAOSwnlRhQzMY/s-l1600.jpg', 'https://i.ebayimg.com/images/g/fJwAAOSwHWRhQzMV/s-l1600.jpg', 'https://i.ebayimg.com/images/g/dtEAAOSwoMNhQzMv/s-l1600.jpg', 'https://i.ebayimg.com/images/g/rGAAAOSw80xhQzMy/s-l1600.jpg', 'https://i.ebayimg.com/images/g/duIAAOSwoMNhQzM0/s-l1600.jpg', 'https://i.ebayimg.com/images/g/hyIAAOSwDJBhQzM3/s-l1600.jpg', 'https://i.ebayimg.com/images/g/hr8AAOSw-ZJhKRpF/s-l1600.jpg']",0,0,0
69,[Pokemon PSA 10 Karte] 1st Edition Base Set - Rattfratz + PSA Ständer!,Rattata,German,Gebraucht,2021-09-26 18:11:00,No auction,77.0,EUR,5.99,dast_business,754,"['https://i.ebayimg.com/images/g/eaEAAOSwYGtgtk9k/s-l1600.jpg', 'https://i.ebayimg.com/images/g/E9oAAOSwdIJgtk9l/s-l1600.jpg']",0,0,0
68,[PSA 10] Pokémon Karte Staryu Sterndu Base Set 2 GEM Mint 2000,Staryu,English,Gebraucht,2021-09-26 18:57:00,No auction,32.5,EUR,4.99,lisa-kar-0,65,['https://i.ebayimg.com/images/g/MoIAAOSwxzNhNPth/s-l1600.jpg'],0,0,0
66,[Pokemon PSA 10 Karte] 1st Edition Base Set - Traumato + PSA Ständer!,Drowzee,German,Gebraucht,2021-09-26 19:07:00,No auction,67.0,EUR,5.99,dast_business,754,"['https://i.ebayimg.com/images/g/kwkAAOSwk1Bgtk8i/s-l1600.jpg', 'https://i.ebayimg.com/images/g/HAcAAOSwbUxgtk8j/s-l1600.jpg']",0,0,0
64,KAREN´S FLAREON VS pokemon base set charizard NM psa 10 holo,Flareon,English,Gebraucht,2021-09-26 19:56:00,No auction,3.5,EUR,9.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/bm4AAOSwfuZhShyi/s-l1600.jpg', 'https://i.ebayimg.com/images/g/x1MAAOSw8z1hShyk/s-l1600.jpg', 'https://i.ebayimg.com/images/g/JcEAAOSw0HthShyl/s-l1600.jpg', 'https://i.ebayimg.com/images/g/uNwAAOSwOLZhShyn/s-l1600.jpg', 'https://i.ebayimg.com/images/g/AmcAAOSwAgBhShyq/s-l1600.jpg', 'https://i.ebayimg.com/images/g/uOMAAOSwOLZhShys/s-l1600.jpg']",0,0,0
63,NM DARK GENGAR NEO DESTINY pokemon base set charizard NM psa 10 holo,Gengar,English,Gebraucht,2021-09-26 19:58:00,No auction,24.0,EUR,9.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/cn8AAOSwzndhSh0A/s-l1600.jpg', 'https://i.ebayimg.com/images/g/eNYAAOSw9QBhSh0C/s-l1600.jpg', 'https://i.ebayimg.com/images/g/eLcAAOSwo7RhSh0F/s-l1600.jpg', 'https://i.ebayimg.com/images/g/U3UAAOSwtcRhSh0I/s-l1600.jpg', 'https://i.ebayimg.com/images/g/hE0AAOSwPD5hSh0K/s-l1600.jpg', 'https://i.ebayimg.com/images/g/eMMAAOSwo7RhSh0M/s-l1600.jpg', 'https://i.ebayimg.com/images/g/mYAAAOSwdohhSh0O/s-l1600.jpg', 'https://i.ebayimg.com/images/g/p0IAAOSwiQthSh0S/s-l1600.jpg']",0,0,0
62,NM KAREN´S TYRANITAR VS pokemon base set charizard NM psa 10 holo,Tyranitar,English,Gebraucht,2021-09-26 20:01:00,No auction,55.0,EUR,9.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/VEAAAOSwtcRhSh2A/s-l1600.jpg', 'https://i.ebayimg.com/images/g/O70AAOSwtURhSh2C/s-l1600.jpg', 'https://i.ebayimg.com/images/g/t3IAAOSwEmxhSh2E/s-l1600.jpg', 'https://i.ebayimg.com/images/g/jxkAAOSwUjZhSh2G/s-l1600.jpg', 'https://i.ebayimg.com/images/g/bMAAAOSwn8VhSh2J/s-l1600.jpg', 'https://i.ebayimg.com/images/g/~TIAAOSw0nthSh2L/s-l1600.jpg', 'https://i.ebayimg.com/images/g/4cgAAOSwndphSh2N/s-l1600.jpg']",0,0,0
61,NEO GENESIS PREMIUM FILE PROMO pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-26 20:04:00,No auction,61.51,EUR,14.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/iPYAAOSwbhJhSh4Z/s-l1600.jpg', 'https://i.ebayimg.com/images/g/q68AAOSw3ANhSh4d/s-l1600.jpg', 'https://i.ebayimg.com/images/g/~I4AAOSwwYVhSh5L/s-l1600.jpg', 'https://i.ebayimg.com/images/g/5qEAAOSwcHdhSh4k/s-l1600.jpg', 'https://i.ebayimg.com/images/g/W9MAAOSwAklhSh4n/s-l1600.jpg', 'https://i.ebayimg.com/images/g/XRYAAOSwdwBhSh4p/s-l1600.jpg', 'https://i.ebayimg.com/images/g/JAwAAOSwcAxhSh4r/s-l1600.jpg']",0,0,0
60,SEALED SOUTHERN ISLANDS FILE PROMO pokemon base set charizard NM psa 10 holo,Charizard,English,Neu,2021-09-26 20:07:00,No auction,56.5,EUR,11.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/U~MAAOSw6AZhSh7b/s-l1600.jpg', 'https://i.ebayimg.com/images/g/0z0AAOSw0lphSh7d/s-l1600.jpg', 'https://i.ebayimg.com/images/g/fpQAAOSwpa1hSh7f/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ZNQAAOSwCtlhSh7h/s-l1600.jpg', 'https://i.ebayimg.com/images/g/x4wAAOSwnahhSh7j/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ax0AAOSwphthSh7l/s-l1600.jpg', 'https://i.ebayimg.com/images/g/VroAAOSwuqZhSh7p/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ZOYAAOSwCtlhSh7q/s-l1600.jpg', 'https://i.ebayimg.com/images/g/peEAAOSwuLhhSh7t/s-l1600.jpg']",0,0,0
59,COMPLETE JUNGLE HOLO SET 15/16 pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-26 20:09:00,No auction,78.5,EUR,8.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/gv8AAOSwlLBhSh-b/s-l1600.jpg', 'https://i.ebayimg.com/images/g/ysEAAOSwNlFhSh-d/s-l1600.jpg', 'https://i.ebayimg.com/images/g/D~wAAOSw93phSh-f/s-l1600.jpg', 'https://i.ebayimg.com/images/g/VxYAAOSwV35hSh-h/s-l1600.jpg', 'https://i.ebayimg.com/images/g/D68AAOSwdB1hSh-j/s-l1600.jpg', 'https://i.ebayimg.com/images/g/MisAAOSwSaJhSh-n/s-l1600.jpg', 'https://i.ebayimg.com/images/g/aaEAAOSwoMNhSh-q/s-l1600.jpg', 'https://i.ebayimg.com/images/g/o-kAAOSwojJhSh-s/s-l1600.jpg', 'https://i.ebayimg.com/images/g/w20AAOSwmBJhSh-u/s-l1600.jpg']",0,0,0
58,COMPLETE FOSSIL HOLO SET 15/16 pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-26 20:12:00,No auction,74.5,EUR,8.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/a0QAAOSw8CBhSh~x/s-l1600.jpg', 'https://i.ebayimg.com/images/g/EUgAAOSwMURhSh~z/s-l1600.jpg', 'https://i.ebayimg.com/images/g/FaYAAOSw-fZhSh~2/s-l1600.jpg', 'https://i.ebayimg.com/images/g/C-QAAOSwuTNhSh~4/s-l1600.jpg', 'https://i.ebayimg.com/images/g/79AAAOSwtiJhSh~6/s-l1600.jpg', 'https://i.ebayimg.com/images/g/~pgAAOSwutphSh~8/s-l1600.jpg', 'https://i.ebayimg.com/images/g/79oAAOSwtiJhSh~-/s-l1600.jpg', 'https://i.ebayimg.com/images/g/35cAAOSwjbZhSiAB/s-l1600.jpg', 'https://i.ebayimg.com/images/g/bsIAAOSwCvZhSiAC/s-l1600.jpg', 'https://i.ebayimg.com/images/g/T3wAAOSwuSlhSiAF/s-l1600.jpg']",0,0,0
57,COMPLETE TEAM ROCKET HOLO SET 17/17 pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-26 20:15:00,No auction,142.5,EUR,8.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/1PIAAOSwK5ZhSiCl/s-l1600.jpg', 'https://i.ebayimg.com/images/g/vgYAAOSwZudhSiCn/s-l1600.jpg', 'https://i.ebayimg.com/images/g/Ba8AAOSwyNNhSiCr/s-l1600.jpg', 'https://i.ebayimg.com/images/g/rIoAAOSwp95hSiCt/s-l1600.jpg', 'https://i.ebayimg.com/images/g/Q0oAAOSw7PxhSiCu/s-l1600.jpg', 'https://i.ebayimg.com/images/g/qHsAAOSwoA9hSiCw/s-l1600.jpg', 'https://i.ebayimg.com/images/g/i5AAAOSwPD5hSiCy/s-l1600.jpg', 'https://i.ebayimg.com/images/g/rJgAAOSwp95hSiC0/s-l1600.jpg', 'https://i.ebayimg.com/images/g/UuEAAOSw3eNhSiC2/s-l1600.jpg', 'https://i.ebayimg.com/images/g/2cMAAOSwpRJhSiC4/s-l1600.jpg', 'https://i.ebayimg.com/images/g/GAMAAOSwHaVhSiC6/s-l1600.jpg', 'https://i.ebayimg.com/images/g/RzYAAOSwVj5hSiC8/s-l1600.jpg']",0,0,0
56,NEAR COMPLETE GYM HOLO SET pokemon base set charizard NM psa 10 holo,Charizard,English,Gebraucht,2021-09-26 20:18:00,No auction,103.08,EUR,8.95,juavalientemnde0,714,"['https://i.ebayimg.com/images/g/cAEAAOSwphthSiFo/s-l1600.jpg', 'https://i.ebayimg.com/images/g/wy0AAOSw8tZhSiFq/s-l1600.jpg', 'https://i.ebayimg.com/images/g/tvkAAOSwPwJhSiFs/s-l1600.jpg', 'https://i.ebayimg.com/images/g/LyQAAOSwadBhSiFu/s-l1600.jpg', 'https://i.ebayimg.com/images/g/Ra0AAOSwIIRhSiFw/s-l1600.jpg', 'https://i.ebayimg.com/images/g/v2sAAOSwZudhSiFy/s-l1600.jpg', 'https://i.ebayimg.com/images/g/C1sAAOSwUeVhSiF0/s-l1600.jpg', 'https://i.ebayimg.com/images/g/M48AAOSwjtphSiF1/s-l1600.jpg', 'https://i.ebayimg.com/images/g/OpoAAOSwnvVhSiF3/s-l1600.jpg', 'https://i.ebayimg.com/images/g/lsMAAOSwhBdhSiF6/s-l1600.jpg']",0,0,0
